title,link,keyword,source
"이재명·김문수·이준석 후보, 부동산 공약 살펴보니 [한양경제]",https://n.news.naver.com/mnews/article/666/0000072369?sid=154,재건축,naver
"HDC현대산업개발, 신삼호아파트 재건축 유찰에도 설계안 공개",https://www.ceoscoredaily.com/page/view/2025051216125864489,재건축,naver
&quot;한강이 남향&quot;…서빙고동 재건축 신고가 행렬,https://n.news.naver.com/mnews/article/029/0002953996?sid=101,재건축,naver
&quot;대단지는 같이 짓습니다&quot;...대형건설사 컨소시엄 수주 '쑥',https://www.etoday.co.kr/news/view/2469633,재건축,naver
"아파트 거래 감소에도 강남·과천은 신고가, 강남 신고가 거래 3년 만에...",https://www.businesspost.co.kr/BP?command=article_view&num=394704,재건축,naver
김문수 &quot;좌파 때는 '황당한 공상'…북한 동포 구하겠다&quot;,https://www.kpinews.kr/newsView/1065597710462860,재건축,naver
"현대건설, ‘압구정 현대’ 상표권 총력전…대형 로펌 선임",https://n.news.naver.com/mnews/article/018/0006011769?sid=101,재건축,naver
"HDC현대산업개발, 방배 신삼호아파트 재건축 설계안 공개",http://www.m-i.kr/news/articleView.html?idxno=1237715,재건축,naver
"HDC현산, 방배 신삼호 공략 나서…'더 스퀘어 270' 공개",http://theviewers.co.kr/View.aspx?No=3643193,재건축,naver
"이촌 한강맨션, 59층으로 낮춰 재건축",https://n.news.naver.com/mnews/article/009/0005490886?sid=101,재건축,naver
현대건설 ‘터줏대감론’ vs 삼성물산 ‘프라이빗 라운지’… 압구정2구...,https://n.news.naver.com/mnews/article/029/0002953984?sid=101,재건축,naver
"현대건설, 압구정 재건축 수주 총력전…'압구정 현대' 상표권 출원",https://daily.hankooki.com/news/articleView.html?idxno=1214760,재건축,naver
"HDC현대산업개발, 방배 신삼호 설계안 공개…유찰에도 이례적",https://n.news.naver.com/mnews/article/629/0000389145?sid=101,재건축,naver
"&quot;'압구정 현대' 지키자&quot;…현대건설, 상표권 확보 위해 대형 로펌 선임",https://n.news.naver.com/mnews/article/629/0000389146?sid=101,재건축,naver
목동 1~14단지 재건축으로 천지개벽···인근 단지는 리모델링 추진 이...,https://www.womaneconomy.co.kr/news/articleView.html?idxno=235406,재건축,naver
"'서래마을 첫 재건축' 효성빌라, 대우건설 vs 효성중공업 맞대결",https://www.sisajournal-e.com/news/articleView.html?idxno=411700,재건축,naver
방배 신삼호아파트 재건축 유찰됐지만...단독 입찰한 'HDC현산 설계안' ...,https://www.newsquest.co.kr/news/articleView.html?idxno=244752,재건축,naver
수도권 아파트 거래량 줄었지만…4월 강남·과천 절반이상 신고가,https://www.slist.kr/news/articleView.html?idxno=642677,재건축,naver
"현대건설, '압구정 현대' 상표권 출원 총력",https://n.news.naver.com/mnews/article/119/0002955170?sid=101,재건축,naver
"HDC현대산업개발, 방배 신삼호 재건축 조경설계안 공개",https://n.news.naver.com/mnews/article/031/0000931475?sid=101,재건축,naver
"대림바스, 22년 연속 위생도기 시장 1위",https://www.idaegu.co.kr/news/articleView.html?idxno=509558,재개발,naver
재개발 꿈 영그는 응암동 다래마을,https://n.news.naver.com/mnews/article/024/0000097102?sid=101,재개발,naver
정치권 '주택 공급' 한목소리⋯현실성은 '글쎄',https://n.news.naver.com/mnews/article/031/0000931561?sid=101,재개발,naver
파크골프 인기에 ′경기장 확충 계획′ 곳곳 좌초,https://busanmbc.co.kr/01_new/new01_view.asp?idx=274612,재개발,naver
"노원구, 상계주공6단지 재건축 서울시 신속통합기획 자문 신청",https://n.news.naver.com/mnews/article/277/0005591210?sid=102,재개발,naver
[분양현장] '고척 푸르지오 힐스테이트'와 '힐스테이트 메디알레' 견본...,http://www.biztribune.co.kr/news/articleView.html?idxno=333980,재개발,naver
새집 설렘 재뿌린 ‘6천만원~3억’ 추가분담금 공지,https://www.kyeongin.com/article/1739253,재개발,naver
"가덕신공항 구체적 로드맵, 대선 공약으로 요구할 골든타임",https://n.news.naver.com/mnews/article/082/0001325404?sid=102,재개발,naver
"노원구, '상계주공6단지아파트 재건축'...서울시 신속통합기획 자문 신...",https://www.jeonmae.co.kr/news/articleView.html?idxno=1146390,재개발,naver
포스코이앤씨·한화 '고양 더샵포레나' 특별공급 한 자릿수 '청약 전선...,https://www.straightnews.co.kr/news/articleView.html?idxno=270911,재개발,naver
안양 석수동 (가칭)'우주타운주변지구' 재개발 본격화... 추진위원장에...,https://www.kmaeil.com/news/articleView.html?idxno=504851,재개발,naver
지자체-조합 힘겨루기에 '부평4구역 공공임대주택' 준공 6개월째 방치,https://www.joongboo.com/news/articleView.html?idxno=363692342,재개발,naver
[6·3대선]김문수 1호 공약은 ‘기업하기 좋은 나라’,https://www.yeongnam.com/web/view.php?key=20250512020476864,재개발,naver
"동구, ‘학동 참사’ 구상금 일부 기부금 수령",http://www.jndn.com/article.php?aid=1747043362409358005,재개발,naver
"[별별 부동산] &quot;압구정 현대, 그 이름의 힘&quot;…현대건설, 압구정 재건축...",https://www.cbci.co.kr/news/articleView.html?idxno=500698,재개발,naver
'글로벌 랜드마크' 고급인력 몰리는데…서울은 노후빌딩 '공실 공포',https://n.news.naver.com/mnews/article/015/0005130844?sid=101,재개발,naver
"삼성물산, 정비사업 수주 목표 5조 돌파…도시정비 '선두 질주'",https://www.econovill.com/news/articleView.html?idxno=695490,재개발,naver
이재명 '공정경제 실현' 김문수 '규제혁신·감세' 이준석 '작은 정부',https://n.news.naver.com/mnews/article/015/0005130838?sid=154,재개발,naver
서울 은평·구로·노원마저… 59㎡ 분양가 10억 아래 '실종',https://n.news.naver.com/mnews/article/014/0005348430?sid=101,재개발,naver
"'신통기획 1호' 신당10구역, GS건설·HDC현산 컨소 단독 입찰...수의계약...",https://www.newspim.com/news/view/20250512001247,재개발,naver
[르포] &quot;최고의 입지…노량진 뉴타운 1호단지라 생각&quot;,https://www.asiatoday.co.kr/view.php?key=20250512010004939,재개발,naver
"KCC건설, 2949억원 규모 괴정8구역 재개발정비사업 수주",https://www.ebn.co.kr/news/articleView.html?idxno=1662427,재개발,naver
"[fn이사람] &quot;文 부동산 규제, 차기 정부서 정상화 해야&quot;",https://n.news.naver.com/mnews/article/014/0005348415?sid=102,재개발,naver
빈집 이야기,http://www.hidomin.com/news/articleView.html?idxno=580541,재개발,naver
"종로구, 13일 효제동 재개발구역 주민설명회",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160285631861719,재개발,naver
[코스닥 공시] KCC건설,https://n.news.naver.com/mnews/article/009/0005491066?sid=101,재개발,naver
이재명 1호 공약은 'AI 경제 강국'... 내란 종식보다 성장 앞세웠다,https://n.news.naver.com/mnews/article/469/0000864294?sid=154,재개발,naver
한강변 '대어'에 몰리는 대형건설사...정비사업 수주전도 양극화,https://www.ajunews.com/view/20250509153246727,재개발,naver
수도권 재개발 대형 사업지도 잇따라 유찰,https://www.newsway.co.kr/news/view?ud=2025051217470353122,재개발,naver
올해 재건축 절반이 '래미안·롯데캐슬'…브랜드 선호도 뚜렷,http://www.fntimes.com/html/view.php?ud=20250512172849497e41d7fc6c2_18,재개발,naver
도시정비 양극화…삼성 ‘5조’·현엔·SK ‘제로’,https://www.sentv.co.kr/article/view/sentv202505120108,재개발,naver
이번에도 부동산이 표심 흔들까... 21대 대선 집값 공약 비교,https://www.pointdaily.co.kr/news/articleView.html?idxno=246866,재개발,naver
"KCC건설, 부산 괴정8구역 재개발정비사업 수주",https://www.fetv.co.kr/news/article.html?no=191728,재개발,naver
"2025 대선, 금융시장과 산업에 미칠 영향은?",http://www.whitepaper.co.kr/news/articleView.html?idxno=246245,재개발,naver
"“사업자 찾기 삼수 만에”…연신내역 도심복합개발 사업, ‘금호건설 ...",https://n.news.naver.com/mnews/article/366/0001076508?sid=101,재개발,naver
"수도권 7개 도시가스사, 1분기 판매실적 수요이탈 우려 속 소폭 늘어",https://www.gasnews.com/news/articleView.html?idxno=120138,재개발,naver
[다시보기] 헬로tv뉴스 서울 2025년 5월 12일,http://news.lghellovision.net/news/articleView.html?idxno=506044,재개발,naver
"경제대통령 내세운 대선후보들, 해법은 제각각",https://www.straightnews.co.kr/news/articleView.html?idxno=270877,재개발,naver
대선 앞둔 분양시장 열기 '후끈'…견본주택 구름인파,https://www.asiatime.co.kr/article/20250512500409,재개발,naver
'신통기획 1호' 신당10구역 공공재개발 유찰 … GS건설·HDC현산 컨소 수...,https://biz.newdaily.co.kr/site/data/html/2025/05/12/2025051200404.html,재개발,naver
"[21대 대선] 이재명, 성장·개혁 방점 '10대 공약' 발표…개헌 등 민감주...",https://daily.hankooki.com/news/articleView.html?idxno=1214797,재개발,naver
"HDC현산-포스코, 용산정비창 경쟁 심화...자금 지원 혜택도 치열",https://n.news.naver.com/mnews/article/119/0002955207?sid=101,재개발,naver
"현대건설 '최대어' 압구정2구역 재건축서 삼성물산에 설욕 준비, 브랜드...",https://www.businesspost.co.kr/BP?command=article_view&num=394733,재개발,naver
"KCC건설, 2950억원 규모 재개발정비사업 계약",https://n.news.naver.com/mnews/article/003/0013236890?sid=101,재개발,naver
"[6·3대선]김문수 후보, 주요 공약 ‘기업하기 좋은나라’·‘일자리 창...",http://www.segyebiz.com/newsView/20250512515266?OutUrl=naver,재개발,naver
청주시 사직3지구 재개발지역 주민 &quot;소음·분진 피해 보상하라&quot;,https://www.jbnews.com/news/articleView.html?idxno=1475948,재개발,naver
이재명 '10대 핵심 공약' 공개…경제·권력기관 개혁 집중 조명,https://www.gokorea.kr/news/articleView.html?idxno=826721,재개발,naver
이재명의 대선 공약 키워드는 '회복·성장·행복'...'기본소득' 빠졌다,https://n.news.naver.com/mnews/article/008/0005192882?sid=154,재개발,naver
"이재명·김문수·이준석 후보, 부동산 공약 살펴보니 [한양경제]",https://n.news.naver.com/mnews/article/666/0000072369?sid=154,재개발,naver
용산정비창 시공사 선정까지 한 달…HDC현산·포스코이앤씨 격돌,https://sports.hankooki.com/news/articleView.html?idxno=6897760,재개발,naver
&quot;대단지는 같이 짓습니다&quot;...대형건설사 컨소시엄 수주 '쑥',https://www.etoday.co.kr/news/view/2469633,재개발,naver
"포스코이앤씨, 용산 정비창에 '고급화 설계'로 승부…대형 평형·펜트하...",https://www.polinews.co.kr/news/articleView.html?idxno=693291,재개발,naver
"KCC건설, 부산 괴정8구역 재개발정비사업 수주",https://n.news.naver.com/mnews/article/293/0000067199?sid=101,재개발,naver
용산 정비창 HDC현산-포스코 격화되는 수주전,http://www.newstomato.com/ReadNews.aspx?no=1261633&inflow=N,재개발,naver
"‘신통기획 1호’ 신당10구역 공공재개발, GS건설·HDC현산 컨소 수주 유...",https://n.news.naver.com/mnews/article/029/0002953983?sid=101,재개발,naver
현대건설 '힐스테이트 메디알레' 견본주택 오픈 3일간 1만명 방문,http://www.enewstoday.co.kr/news/articleView.html?idxno=2275721,재개발,naver
"[데스크칼럼] '광주 학동 참사' HDC현산, 구상권 불행사는 범죄",http://www.opinionnews.co.kr/news/articleView.html?idxno=117096,재개발,naver
"GTX부터 해수부 이전까지… 대선주자, 지역공약 총력전",https://n.news.naver.com/mnews/article/082/0001325321?sid=100,재개발,naver
오픈 3일간 1만여 명 방문...'힐스테이트 메디알레' 견본주택에 구름인...,https://www.rcast.co.kr/news/articleView.html?idxno=27822,재개발,naver
수택동·신당10구역 줄줄이 유찰…대형 정비사업 수의계약 맺나 (종합),https://n.news.naver.com/mnews/article/421/0008245194?sid=101,재개발,naver
경쟁입찰 기피하는 '재건축 수주시장'… &quot;분담금 부담 커졌다&quot;,https://n.news.naver.com/mnews/article/417/0001076361?sid=101,재개발,naver
"&quot;비밀스런 보금자리&quot;…백구·새끼들, 이사 앞둔 마지막 밤→가슴 찡한 ...",https://www.topstarnews.net/news/articleView.html?idxno=15663453,재개발,naver
'살기 좋은 도시' 동구 인구 정책 눈길,http://www.siminsori.com/news/articleView.html?idxno=290310,재개발,naver
서울 연립·다세대 거래 30% 급증…비아파트 시장 '반등' 조짐,https://www.thepublic.kr/news/articleView.html?idxno=262273,재개발,naver
D-22 이재명･김문수･이준석 '10대 공약' 무엇을 내놨나,http://www.incheonnews.com/news/articleView.html?idxno=425825,재개발,naver
"대선 3파전 개막…&quot;준비된 대통령&quot;, &quot;다이내믹 대선&quot;, &quot;단일화는 쇼&quot;",http://www.newsfc.co.kr/news/articleView.html?idxno=71164,재개발,naver
"“돈도 필요없어요, 지하방이라도”…미아리 텍사스 여성들 호소",https://n.news.naver.com/mnews/article/018/0006011690?sid=102,재개발,naver
"종로구, '효제동 재개발 주민설명회' 개최···도심주거복합지구 속도...",http://www.enewstoday.co.kr/news/articleView.html?idxno=2275478,재개발,naver
"KCC건설 부산 괴정8구역 재개발사업 수주, 2949억 규모",https://www.businesspost.co.kr/BP?command=article_view&num=394701,재개발,naver
[시사이슈 찬반토론] 주택 재건축 규제 완화해야 하나,https://n.news.naver.com/mnews/article/015/0005130645?sid=101,재개발,naver
"현대건설, '압구정 현대 상표권' 출원 관심...&quot;압구정 2구역 재건축 포석...",https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065592708336439,재개발,naver
민주당 “노란봉투법·상법개정 재계 설득…부동산 공급 확대 기조”,https://n.news.naver.com/mnews/article/056/0011949316?sid=100,재개발,naver
"경제성장, 군·검찰 개혁…3년 전과 달라진 이재명 10대 공약",https://n.news.naver.com/mnews/article/079/0004023106?sid=154,재개발,naver
'안녕 백사마을'…본격 철거 11월 착공,https://news.skbroadband.com/news/articleView.html?idxno=202674,재개발,naver
[6·3 대선] 대선 캠프 1호 공약... 이재명 '세계 선도하는 경제 강국' v...,http://www.m-i.kr/news/articleView.html?idxno=1237628,재개발,naver
"전주 옛 대한방직 부지 아파트 평당 2,500~3,000만원? 고분양가 논란",http://www.jbsori.com/news/articleView.html?idxno=15608,재개발,naver
"KCC건설, 2949억 규모 괴정8구역 재개발정비사업 공급계약",https://n.news.naver.com/mnews/article/018/0006011678?sid=101,재개발,naver
"종로구, 효제동 재개발 주민설명회…도심주거복합지구 속도낸다",https://n.news.naver.com/mnews/article/021/0002708909?sid=102,재개발,naver
"‘힐스테이트 메디알레’ 견본주택, 오픈 3일간 1만 명 방문… 19일부터...",https://n.news.naver.com/mnews/article/020/0003634322?sid=101,재개발,naver
